X_(unit),y1,y2
0.197936,0.180190,
0.198619,0.180190,
0.199301,0.180190,
0.199984,0.180190,
0.200666,0.180190,
0.201349,0.180190,
0.202031,0.180190,
0.202714,0.180190,
0.203397,0.180190,
0.204079,0.180190,
0.204762,0.180190,
0.205444,0.180190,
0.206127,0.180190,
0.206809,0.180190,
0.207492,0.180190,
0.208174,0.180190,
0.208857,0.180190,
0.209539,0.180190,
0.210222,0.180190,
0.210904,0.180190,
0.211587,0.180190,
0.212270,0.180190,
0.212952,0.180190,
0.213635,0.180190,
0.214317,0.180190,
0.215000,0.180190,
0.215682,0.180190,
0.216365,0.180190,
0.217047,0.180190,
0.217730,0.180190,
0.218412,0.180190,
0.219095,0.180190,
0.219777,0.180190,
0.220460,0.180190,
0.221143,0.180190,
0.221825,0.180190,
0.222508,0.180190,
0.223190,0.179849,
0.223873,0.179508,
0.224555,0.179166,
0.225238,0.178825,
0.225920,NaN,
0.226603,0.178143,
0.227285,0.178143,
0.227968,0.178143,
0.228651,0.178143,
0.229333,0.178143,
0.230016,0.178143,
0.230698,0.178143,
0.231381,0.178143,
0.232063,0.178143,
0.232746,0.178143,
0.233428,0.178143,
0.234111,0.177801,
0.234793,0.177119,
0.235476,0.176436,
0.236158,0.175754,
0.236841,0.175071,
0.237524,0.174730,
0.238206,0.174730,
0.238889,0.174730,
0.239571,0.174047,
0.240254,0.173365,
0.240936,0.173024,
0.241619,0.172682,
0.242301,0.172682,
0.242984,0.172682,
0.243666,0.172682,
0.244349,0.172682,
0.245031,0.172682,
0.245714,0.172682,
0.246397,0.172682,
0.247079,0.172682,
0.247762,0.172000,
0.248444,0.172000,
0.249127,0.171317,
0.249809,0.171317,
0.250492,0.170635,
0.251174,0.170293,
0.251857,0.169611,
0.252539,0.169270,
0.253222,0.169270,
0.253904,0.169270,
0.254587,0.169270,
0.255270,0.169270,
0.255952,0.169270,
0.256635,0.169270,
0.257317,0.169270,
0.258000,0.168587,
0.258682,0.168246,
0.259365,0.167563,
0.260047,0.166881,
0.260730,0.166198,
0.261412,0.165516,
0.262095,0.164833,
0.262777,0.164151,
0.263460,0.163809,
0.264143,0.163127,
0.264825,0.163127,
0.265508,0.163127,
0.266190,0.163127,
0.266873,0.163127,
0.267555,0.163127,
0.268238,0.163127,
0.268920,0.163127,
0.269603,0.163127,
0.270285,0.163127,
0.270968,0.163127,
0.271650,0.163127,
0.272333,0.162786,
0.273016,0.162444,
0.273698,0.162103,
0.274381,0.161762,
0.275063,0.161762,
0.275746,0.161079,
0.276428,0.161079,
0.277111,NaN,
0.277793,0.161079,
0.278476,0.161079,
0.279158,0.161079,
0.279841,0.161079,
0.280523,0.161079,
0.281206,0.161079,
0.281889,0.160397,
0.282571,0.159714,
0.283254,0.159032,
0.283936,0.159032,
0.284619,0.158349,
0.285301,0.158349,
0.285984,0.157666,
0.286666,0.157325,
0.287349,0.155960,
0.288031,0.154595,
0.288714,0.153571,
0.289396,0.153571,
0.290079,0.152889,
0.290762,0.152889,
0.291444,0.152206,
0.292127,0.151865,
0.292809,0.150500,
0.293492,0.149135,
0.294174,0.148111,
0.294857,0.146405,
0.295539,0.145039,
0.296222,0.144357,
0.296904,0.144016,
0.297587,0.143333,
0.298269,0.143333,
0.298952,0.142651,
0.299635,0.142309,
0.300317,0.140603,
0.301000,0.138555,
0.301682,0.136849,
0.302365,0.136166,
0.303047,0.135484,
0.303730,0.134801,
0.304412,0.134119,
0.305095,0.133436,
0.305777,0.132071,
0.306460,0.130706,
0.307142,0.129682,
0.307825,0.128659,
0.308508,0.127976,
0.309190,0.127293,
0.309873,0.126611,
0.310555,0.125928,
0.311238,0.124905,
0.311920,0.122857,
0.312603,0.120809,
0.313285,0.119786,
0.313968,0.119444,
0.314650,0.118762,
0.315333,0.118762,
0.316015,0.118079,
0.316698,0.117738,
0.317381,0.116032,
0.318063,0.113984,
0.318746,0.112278,
0.319428,0.110913,
0.320111,0.109547,
0.320793,0.108182,
0.321476,0.107500,
0.322158,0.106817,
0.322841,0.106135,
0.323523,0.105452,
0.324206,0.104770,
0.324888,0.103405,
0.325571,0.102040,
0.326254,0.101016,
0.326936,0.099992,
0.327619,0.099309,
0.328301,0.098627,
0.328984,0.097944,
0.329666,0.097262,
0.330349,0.096579,
0.331031,0.095214,
0.331714,0.093849,
0.332396,0.092825,
0.333079,0.092825,
0.333761,0.092143,
0.334444,0.092143,
0.335127,0.091460,
0.335809,0.091119,
0.336492,0.090436,
0.337174,0.090095,
0.337857,0.089413,
0.338539,0.088730,
0.339222,0.088730,
0.339904,0.088048,
0.340587,0.088048,
0.341269,NaN,
0.341952,0.087365,
0.342634,0.087365,
0.343317,0.087365,
0.344000,0.087365,
0.344682,0.087365,
0.345365,0.087365,
0.346047,0.087365,
0.346730,0.087365,
0.347412,0.087365,
0.348095,0.087365,
0.348777,0.087365,
0.349460,0.087365,
0.350142,0.087365,
0.350825,0.087365,
0.351507,0.087365,
0.352190,0.087365,
0.352873,0.087365,
0.353555,0.087365,
0.354238,0.087365,
0.354920,0.088048,
0.355603,0.088730,
0.356285,0.089413,
0.356968,0.089413,
0.357650,0.089413,
0.358333,0.089413,
0.359015,0.089413,
0.359698,0.089413,
0.360381,0.089754,
0.361063,0.091119,
0.361746,0.092484,
0.362428,0.093508,
0.363111,0.094190,
0.363793,0.094873,
0.364476,0.095555,
0.365158,0.096238,
0.365841,0.096921,
0.366523,0.097603,
0.367206,0.098286,
0.367888,0.099309,
0.368571,0.101016,
0.369254,0.103063,
0.369936,0.104770,
0.370619,0.106135,
0.371301,0.106817,
0.371984,0.108182,
0.372666,0.108865,
0.373349,0.110230,
0.374031,0.111936,
0.374714,0.113984,
0.375396,0.115690,
0.376079,0.117055,
0.376761,0.118420,
0.377444,0.119786,
0.378127,0.121151,
0.378809,0.122516,
0.379492,0.123881,
0.380174,0.125246,
0.380857,0.126611,
0.381539,0.127976,
0.382222,0.129000,
0.382904,0.130024,
0.383587,0.131047,
0.384269,0.132071,
0.384952,0.133436,
0.385634,0.135143,
0.386317,0.137190,
0.387000,0.138897,
0.387682,0.139579,
0.388365,0.140262,
0.389047,0.140944,
0.389730,0.141627,
0.390412,0.142309,
0.391095,0.144016,
0.391777,0.146063,
0.392460,0.147770,
0.393142,0.150159,
0.393825,0.152206,
0.394507,0.153912,
0.395190,0.154595,
0.395873,0.155278,
0.396555,0.155960,
0.397238,0.156643,
0.397920,0.157325,
0.398603,0.158690,
0.399285,0.160055,
0.399968,0.161079,
0.400650,0.161762,
0.401333,0.161762,
0.402015,0.162444,
0.402698,0.162444,
0.403380,0.163127,
0.404063,0.164151,
0.404746,0.165857,
0.405428,0.167905,
0.406111,0.168928,
0.406793,0.169270,
0.407476,0.169270,
0.408158,0.169270,
0.408841,0.169270,
0.409523,0.169270,
0.410206,0.170293,
0.410888,0.171659,
0.411571,0.172682,
0.412253,0.173365,
0.412936,0.173365,
0.413619,0.174047,
0.414301,0.174047,
0.414984,0.174730,
0.415666,0.175754,
0.416349,0.177119,
0.417031,0.178143,
0.417714,0.178143,
0.418396,0.178143,
0.419079,0.178143,
0.419761,0.178143,
0.420444,0.178143,
0.421126,0.178143,
0.421809,0.178143,
0.422492,0.178143,
0.423174,0.178825,
0.423857,0.179508,
0.424539,0.180190,
0.425222,0.180190,
0.425904,0.180190,
0.426587,0.180190,
0.427269,0.180190,
0.427952,0.180190,
0.428634,0.180190,
0.429317,0.180190,
0.429999,0.180190,
